norm_title,description,sentiment_score,violence_flag,genres,audience_group
until midnight,"['After returning domicile from a employment misstep, a newlywed must fight hit a masked intruder before his married woman return at midnight.']",-0.3818,1,['thriller'],teen
awake,"[""After a spheric event wipes prohibited humanity ' s ability to slumber, a troubled ex husband - soldier fight to salvage her family as beau monde and her mind spiral into chaos.""]",-0.5994,1,"['drama', 'thriller']",adult
girl and the gun,"['Fed upwards with insult by those around her, a department store saleslady finds a arm in an alley and decides to settle scores.']",-0.7506,1,"['drama', 'thriller']",adult
domestic disturbance,"[""A recover alcoholic equal unbelieving of his son ' s call that his unexampled stepfather is a killer – but before long begins to sense the boy is telling the truth.""]",-0.09,1,['thriller'],teen
population 436,"[""A nosecount taker commit to investigate wherefore Norman rockwell Decline has had the same population, 436, for more than than a century, before long wishes he hadn ' mt take the job.""]",0.1531,0,"['horror', 'thriller']",adult
interpreter,['Silvia Broome be a transcriber at the United Carry amelia moore nation. Just her job turns perilous when she take in a patch to assassinate a government functionary.'],0.2263,0,['thriller'],teen
wedding guest,"['Hired to extract a bride - to - be before her arranged nuptials in Islamic republic of pakistan, a hired throttle goes on the running game with his surety when his programme unravels.']",-0.34,1,"['drama', 'romance', 'thriller']",adult
welcome home,"['A duo let a villa in Italy hoping to mend their bruised family relationship, merely the devilishly charming homeowner can ’ thyroxin seem to leave them alone.']",0.2263,0,['thriller'],adult
ghost lab,"['After witnessing a haunting in their hospital, two doctors go perilously obsess with obtaining scientific test copy that ghosts be.']",-0.7003,0,"['horror', 'thriller']",adult
place in the stars,['A youthful attorney who has info about imitative drug trafficking in Nigeria must choose between betraying his sense of right and wrong or revealing the truth.'],-0.296,0,"['drama', 'thriller']",teen
taxi no 9211,"['When an chesty scion hails his taxi, a cabbie in desperate need of money sees an chance that kicks off an intensely disputative xxiv - minute showdown.']",-0.6361,0,"['drama', 'thriller']",teen
small town crime,"[""When a disgraced ex - cop discovers a croak woman, atomic number 2 ' s compelled to dog john l. h. down her killer — an bit of self - redemption that takes him down a gloomy track.""]",-0.7964,1,['thriller'],adult
ferry,"['Before he build a drug empire, Ferry Bouman returns to his hometown on a revenge foreign mission that finds his dedication tested — and a love that alters his life.']",0.6486,0,"['drama', 'thriller']",adult
haunted,"['Real mass sit down down with admirer and family to share terrifying true stories from their past, re - created through cool down re - enactments.']",0.5106,0,"['horror', 'thriller']",adult
i am all girls,['A relentless detective discovery vernacular ground with a killer systematically targeting the culprit running a muscular child - trafficking ring.'],-0.5106,1,"['drama', 'thriller']",adult
strange house,"['When a big - metropolis family moves to a remote ithiel town, two young pal and their new protagonist try to solve the menacing secret that ghost their home.']",0.4404,0,"['horror', 'thriller']",adult
woman in the window,"['Confined to her home by agoraphobia, a psychologist become haunted with her young neighbors — and solving a brutal crime she witnesses from her windowpane.']",-0.7845,1,"['drama', 'thriller']",adult
castlevania,['A vampire huntsman fights to save a besieged metropolis from an u. s. army of otherworldly fauna insure by Dracula himself. Cheer by the authoritative video games.'],0.5719,1,"['horror', 'thriller']",adult
layer cake,"[""A suave, steely - eyed John griffith chaney cocaine monger ' s retirement design hit a tearing rub when his chief asks him to do one more line.""]",-0.2263,0,['thriller'],adult
oxygen,"['After waking upward in a cryogenic unit, Liz fights to survive and remember world health organization she is before her o lam out.']",-0.4019,1,"['drama', 'thriller']",teen
deadly switch,"[""In this indie thriller, a extraneous interchange educatee moves in with her roommate ' s family who grieves over the daughter they would dress anything to fix back.""]",-0.4019,0,['thriller'],child
nayattu,['Three law officers become pawns for unscrupulous lawgiver when they be compose in an incident amid political elections and must flee to evade arrest.'],-0.34,0,"['drama', 'thriller']",adult
and tomorrow the entire world,['A law student link an anti - fascistic grouping and finds herself give suck into increasingly dangerous situations and drawn more and more to violence.'],-0.888,1,"['drama', 'thriller']",adult
clovehitch killer,"[""A teenager ' s picture - thoroughgoing home is torn apart when atomic number 2 expose unnerving grounds of a serial killer whale close to home.""]",-0.743,1,"['drama', 'thriller']",adult
state of play,['A seasoned diary keeper teams upwards with a young newsman to disencumber a web of lies smother the suspicious death of a woman tied to a muscular politician.'],-0.7506,1,"['drama', 'thriller']",teen
whole truth,"['Strain to earn an acquittal for a teenage client accused of hit his wealthy begetter, a defense lawyer uncovers disturbing facts about the dupe.']",-0.836,1,"['drama', 'thriller']",adult
things heard seen,['A young womanhood discovers that both her husband and their new habitation harbour sinister secrets after they bequeath Manhattan for small - townsfolk spirit.'],-0.6249,0,"['horror', 'thriller']",adult
between worlds,"['Aggrieve for his bushed married woman and girl, a trucker immerse into a romance with a female parent who needs his help. The dead, however, be far from gone.']",-0.765,0,['thriller'],adult
fatma,"['Reeling from tragedy, a nondescript star sign cleansing agent embarks on a homicidal streak as she search for her absent husband and reckons with old wounds.']",-0.8779,1,"['drama', 'thriller']",adult
homunculus,"[""Truth and thaumaturgy blurs when a homeless amnesiac awakens from an data based medical function with the ability to see hoi polloi ' reciprocal ohm innermost hurt.""]",0.1027,0,"['horror', 'thriller']",adult
stowaway,['A terzetto - person crowd on a mission to Mars present an impossible choice when an unwitting passenger jeopardizes the life of everyone on dining table.'],0.0,0,"['drama', 'thriller']",adult
oloibiri,"['After drilling depletes a small village, a corporation finds more fossil oil in the realm, igniting tension among the community of interests.']",-0.4019,0,"['drama', 'thriller']",teen
miss sloane,['A retentive Capitol building Hill lobbyist with a well - take in report for winning takes on the most challenging battle of her vocation.'],0.3431,0,['thriller'],adult
synchronic,['2 paramedics begin to question their realities after coming across several bizarre death linked to a new narcotic with idea - deflection effects.'],-0.3182,1,['thriller'],adult
highrise invasion,"['High pitched schooler Yuri find herself atop a skyscraper in a strange world, where she must live against masked assailants bent on vote out their quarry.']",-0.7351,1,['thriller'],adult
only mine,"['After dating a charming cop who turns into an obsessional prowler, a small - ithiel town girl mustiness lay aside herself from his lethal mode.']",0.7269,0,['thriller'],teen
house of cards,"['A ruthless politician volition stop over at nothing to inhibit George washington, D. C. , in this Emmy and Golden Earth - winning political drama.']",-0.296,0,"['drama', 'thriller']",adult
slasher,['Rampaging nonparallel killer whale leave massacre in their wake as their next victims fight to stay alive in this horror anthology serial.'],-0.8885,1,"['horror', 'thriller']",adult
soul,"['While investigate the dying of a businessman, a prosecutor and his married woman uncover occult arcanum as they face their own living - and - death quandary.']",-0.6808,1,"['drama', 'thriller']",adult
ojukokoro greed,"['Pile and out of fate, the manager of a umbrageous gas station gets in over his fountainhead when atomic number 2 tries to steal from his myxocephalus aenaeus employers.']",-0.0516,0,"['drama', 'thriller']",adult
what lies below,"[""Back home at her lake star sign, a teenager begins to suspect that a sinister force lurks beneath the control surface of her mother ' s to a fault - gross newfangled buff.""]",-0.4939,0,"['horror', 'thriller']",adult
