norm_title,description,audience_group,genres,sentiment_score,violence_flag,label
red box,There's a mystery surrounding the unknown within a box as a group of friends must defend themselves against multiple parties of people who want their hands on it for their own mischievous desires.,adult,"['action', 'drama']",0.7269,0,0
sturgill simpson presents sound fury,"In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.",adult,['sci-fi'],-0.1027,1,0
adventures of puss in boots,"The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series.",child,['comedy'],0.9432,1,1
shiny_flakes the teenage drug lord,"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""",adult,['documentary'],0.4939,0,0
twelve,Twelve jurors — ordinary people with struggles of their own — must decide the case of a woman accused of killing her best friend and her own daughter.,adult,['drama'],-0.1779,1,0
moving on,"Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia.",child,['drama'],-0.34,0,1
last kingdom,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright.",adult,['action'],0.3716,0,0
working title,"In the '70s, a graduate student works with three incarcerated women from the Manson Family as they look back at their lives. Based on a true story.",adult,['drama'],0.4215,0,0
amazing grace,"['A train porter and his girlfriend become movement organizers for the initiatory black mayor in the history of Baltimore, the amazing Grace Teasdale Grimes. Moms Mabley hotshot in this hysteric comedy with heart along with Moses Gunn and Slappy White.']",child,['comedy'],0.7891,1,1
terminator 3 rise of the machines,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.",adult,"['action', 'sci-fi']",0.4215,0,0
next skin,"When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is.",adult,['drama'],-0.6486,0,0
thieves of the wood,Charismatic highwayman Jan de Lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century Flanders.,adult,"['action', 'drama']",-0.4767,0,0
jack goes boating,"Academy-Award-winner Philip Seymour Hoffman directs, produces, and stars alongside Academy-Award-nominee Amy Ryan, John Ortiz, and Daphne Rubin-Vega in this unconventional romantic comedy about the prevailing grace of the human spirit.",adult,['romance'],0.8271,1,0
life of an outcast,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism.",child,['drama'],-0.8316,0,1
dead man running,"Ex-Con Nick has a problem. One of the most vicious loan sharks in the city is cashing in on all his debts, and unfortunately, Nick is on his list. Given 24 hours to raise $100,000, Nick and his partner Bing embark on violent crime filled thrill ride to try and raise the cash before time runs out.",adult,"['action', 'drama']",-0.9152,1,0
bad blood,"This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.",adult,['drama'],-0.6369,1,0
inkaar,"An ad agency CEO is put under investigation when his ambitious protégée – and lover – accuses him of sexual harassment, vying for his top position.",adult,"['drama', 'romance']",0.4215,0,0
i am kalam,An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.,child,"['comedy', 'drama']",0.7096,0,1
a list,"Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",child,['drama'],0.5106,0,1
meet wally sparks,Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.,adult,['comedy'],-0.0516,0,0
entanglement,"After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny.",adult,"['drama', 'romance']",-0.8225,0,0
girls und panzer der film,The girls of Ōarai High must face off against a formidable university team in a fierce tank battle to once again avoid closure of their school.,adult,['action'],-0.5859,0,0
khubsoorat,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,child,"['comedy', 'drama']",0.0772,0,1
fireworks,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day.",child,['romance'],-0.3818,0,1
operative,"Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on.",adult,"['drama', 'thriller']",-0.4939,0,0
curious creations of christine mcconnell,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",child,['comedy'],-0.2263,0,1
little singham black shadow,['Nestling cop Minuscule Singham miss all his power while trying to stop the demon Kaal ’ s new evil plans! Can his inner strength assistant him vote down the enemy?'],child,['comedy'],-0.8595,0,1
yes or no,"Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her.",child,['romance'],0.4404,0,1
bad influence,"Alex (Rob Lowe) is a drifter who enters the life of Michael Boll (James Spader) , an ambitious young businessman, introducing him to L.A.'s seductive underground, but things quickly escalate into violence and betrayal in this Hitchcockian thriller.",adult,['drama'],-0.8807,1,0
nacho libre,"When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit.",child,['comedy'],-0.3612,0,1
ma raineys black bottom,"Tensions and temperatures rise at a Chicago music studio in 1927 when fiery, fearless blues singer Ma Rainey joins her band for a recording session.",adult,['drama'],-0.296,0,0
tuna girl,"[""A clumsy simply pollyannaish fisheries scholarly person struggles to find her place at a research institute renowned for it tuna cultivation. The work international relations and security network ' t easy.""]",child,['drama'],-0.1553,0,1
diabolical,"Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help.",adult,"['horror', 'sci-fi', 'thriller']",-0.886,1,0
monthly girls nozaki kun,Art imitates life when Chiyo discovers her crush is a famous artist who wants to use their budding relationship as inspiration for his romantic manga.,child,['romance'],0.6705,0,1
monsterquest,"['MonsterQuest employ the latest high - tech equipment to consider a scientific looking at at legendary creature around the world, creatures eyewitness title to see to this day.']",child,['documentary'],0.0,0,1
rocky iii,"['After taking a hammer from a potent young fighter, humbled world champion Rocky Balboa turns to ex - rival Apollo Gospel for help in regaining his form.']",child,['drama'],0.8481,1,1
sas rogue warriors,"['The Special Air Service is the most renowned combat unit, merely the story of how it came into existence have been a guarded secret. The SAS opens astir information technology archive to reveal the lawful chronicle of their formation during the darkest days of World War II.']",child,['documentary'],-0.7869,1,1
mardi gras spring break,3 best friends travel to Mardis Gras during their senior year of college with the hopes of getting some action.,adult,['comedy'],0.8779,0,0
rachel divide,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",adult,['documentary'],-0.296,0,0
my suicide,"After declaring that he's going to film himself committing suicide for a school project, Archie videotapes reactions from friends and family.",adult,"['comedy', 'drama']",-0.2732,0,0
