norm_title,description,genres,audience_group
kid with the golden arm,Director Chang Cheh reunites the Five Venoms in his second biggest cult hit in the West. It's Lo Meng's most memorable performances whose showdown with fellow Venom Kuo Chue is artistically violent while being graphically artsy.,"['action', 'drama']",adult
kennedys,"It's 1978, and Brenda, Tony and Emma Kennedy move to Jessop Road estate, in Stevenage. Brenda aspires to the 'middle class' lifestyle, and is excited about the opportunity for social development the estate offers; they can host middle class dinner parties, drive middle class cars and do middle class small talk with their new middle class neighbors.",['comedy'],teen
keeping room,"In this radically reimagined American Western set towards the end of the Civil War, three Southern women are forced to take up arms to defend their home – and themselves – from two renegade Union soldiers on Sherman's March.","['action', 'drama']",adult
joneses,"A picture-perfect family moves into a suburban neighborhood and immediately becomes the toast of the town, loved and envied by all. It's all marketing...",['drama'],adult
job,"CJ is a sexy, cold-blooded assassin who wants to quit the business. She agrees to carry out one last hit, but for the first time in her career as an assassin, she is unable to finish the job.","['action', 'drama']",adult
italian job,"Charlie is out of jail and on the make with a plan for the heist of the century. Aided by top criminal mastermind Mr Bridger, Charlie sets off with a team of villains and to lift $4,000,000 from under the noses of the Turin Polizei.","['action', 'comedy']",child
informer,An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,['action'],adult
hottie and the nottie,A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.,['comedy'],teen
haunting of,"Each episode of ""The Haunting Of"" features celebrities' real-life encounters with the paranormal as they return to the site of their experience with psychic-medium Kim Russo.",['horror'],child
haunting of sharon tate,"Based on one of Hollywood’s most chilling murder cases, this thriller follows pregnant actress Sharon Tate (Hilary Duff), whose terrifying premonitions are brought to life by Charles Manson and his cult.",['horror'],adult
hard corps,An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.,['action'],adult
green glove,The Green Glove. An ex-soldier and his new girlfriend comb France for a valuable relic...which others are willing to kill for.,['drama'],child
great war,"During the last days of the Great War, Lt. William Rivers leads a squad of U.S. troopers behind enemy lines to locate a missing platoon of African American ""Buffalo"" soldiers.","['action', 'drama']",adult
ghost inside my child,Ghost Inside My Child explores cases of children who claim to be reincarnations of people who died violently.,"['documentary', 'drama']",child
gambler,"James Caan portrays a compulsive gambler who can't quit or win. He falls into debt to the mob for $40,000 but seems to relish the thrill of gambling against the long shot.",['drama'],adult
forbidden dance,"When the Brazilian rainforest home of young Princess Nisa is threatened by greedy American businesses, she travels to Los Angeles to find a way to stop the rainforest destruction herself. When a young man who loves to dance crosses her path, and together they enter a televised lambada contest, Nisa might have found the answer to her prayers.","['comedy', 'romance']",teen
first silent night,"Join renowned actor Simon Callow as he uncovers the moving origins of the song Silent Night that has been two hundred years in the making. A story that begins in humble circumstances, ends with the world's most popular carol. Simon journeys to the Austrian village of Oberndorf as well as the city of Salzburg, where the story of the world's favourite carol had its origins.",['documentary'],child
fall,"Gillian Anderson returns as Detective Superintendent Stella Gibson in The Fall. She has arrested Spector but will he survive the gunshot wounds sustained in police custody? Will he ever face justice? As The Fall reaches its inexorable conclusion, it's clear that the rules of this deadly game of cat and mouse are set to shift once again.",['drama'],adult
fades,"A smart, supernatural thriller about two friends fighting to save the world of the living from the spirits of the dead. Paul and his best friend Mac are the unpopular kids at their college. And now Paul has started to see things - Fades. Soon the fate of humanity rests in the hands of the two friends who already have enough trouble getting through a day in one piece, let alone saving the world.",['drama'],teen
extraordinary journey of the fakir,"Aja, a clever young street magician from Mumbai, sets out on an extraordinary journey when his mother passes away, to find the father he never knew. He discovers love in a Swedish furniture store in Paris, mortal danger with Somali migrants in England, fame on a dance floor in Rome and adventure in a hot-air balloon over the Mediterranean sea.","['action', 'comedy']",teen
endless summer,"They call it The Endless Summer; the ultimate surfing adventure, crossing the globe in search of the perfect wave.",['documentary'],child
elephant man,"The film examines the complex emotional experiences faced by John Merrick. ""The Elephant Man"", when he is discovered by a dedicated surgeon. Rescued from his life as a circus freak, Merrick is given a chance to live his last years with respect.",['drama'],child
